abstract,author,doi,url,publication month,publication year,title,publisher,crossref_field,semantic_field,label
,"['Ralph Riedel', 'Fabian Förster', 'Natanael Arndt', 'Matthes Nagel', 'Matthias Nagel']",,https://svn.aksw.org/papers/2019/VPP_PredictiveMaintenance/public.pdf,0,2019,Ein Plattform-Ökosystem für Predictive Maintenance zur Erhöhung der Effizienz und Effektivität der Instandhaltung in kleinen und mittleren Unternehmen (KMU),aksw.org,,,Analysis
,"['Andreas Dress', 'Rudolf Scharlau']",10.1016/0012-365x(86)90007-5,http://dx.doi.org/10.1016/0012-365x(86)90007-5,1,1986,"The 37 combinatorial types of minimal, non-transitive, equivariant tilings of the Euclidean plane",['Discrete Mathematics'],"(['Discrete Mathematics and Combinatorics', 'Theoretical Computer Science'],)",,Discrete Mathematics and Combinatorics
". The Baltic Sea Region is very sensitive to climate change; it is a region with spatially varying climate and diverse ecosystems, but also under pressure due to high population in large parts of the area. Climate change impacts could easily exacerbate other anthropogenic stressors such as biodiversity stress from society and eutrophication of the Baltic Sea considerably. Therefore, there has been a focus on estimations of future climate change and its impacts in recent research. In this review paper, we will concentrate on a presentation of recent climate projections from both atmosphere-only and coupled atmosphere-ocean regional climate models. The recent regional climate model projections strengthen the picture from previous assessments. This includes a strong warming, in particular in the north in winter. Precipitation is projected to increase in the whole region apart from the southern half during summer. Consequently, the new results lend more credibility to estimates of uncertainties and robust features of future climate change. Furthermore, the larger number of scenarios gives opportunities to better address impacts of mitigation measures. The coupled atmosphere-ocean model locally modifies the climate change signal relative to that in the stand-alone atmosphere regional climate model. Differences are largest in areas where the coupled system arrives at different sea-surface temperatures and sea-ice conditions.","['H. E. Markus Meier', 'Matthias Gröger', 'Christian Dieterich', 'Erik Kjellström', 'Ole B. Christensen']",10.5194/esd-2021-51,http://dx.doi.org/10.5194/esd-2021-51,8,2021,Atmospheric regional climate projections for the Baltic Sea Region until 2100,[],"([],)",,Oceanography and Atmospheric Sciences and Meteorology
"The aim for a more accurate representation of tropical convection in global circulation models is a long-standing issue. Here, the relationships between large and convective scales in observations and a stochastic multicloud model (SMCM) to ultimately support the design of a novel convection parameterization with stochastic elements are investigated. Observations of tropical convection obtained at Darwin and Kwajalein are used here. It is found that the variability of observed tropical convection generally decreases with increasing large-scale forcing, implying a transition from stochastic to more deterministic behavior with increasing forcing. Convection shows a more systematic relationship with measures related to large-scale convergence compared to measures related to energetics (e.g., CAPE). Using the observations, the parameters in the SMCM are adjusted. Then, the SMCM is forced with the time series of the observed large-scale state and the simulated convective behavior is compared to that observed. It is found that the SMCM cloud fields compare better with observations when using predictors related to convergence rather than energetics. Furthermore, the underlying framework of the SMCM is able to reproduce the observed functional dependencies of convective variability on the imposed large-scale state—an encouraging result on the road toward a novel convection parameterization approach. However, establishing sound cause-and-effect relationships between tropical convection and the large-scale environment remains problematic and warrants further research.","['Andrew J. Majda', 'Boualem Khouider', 'Laura Davies', 'Christian Jakob', 'Karsten Peters']",10.1175/jas-d-13-031.1,http://dx.doi.org/10.1175/jas-d-13-031.1,10,2013,Stochastic Behavior of Tropical Convection in Observations and a Multicloud Model,Journal of the Atmospheric Sciences,"(['Atmospheric Science'],)",,Atmospheric Sciences
,"['Benjamin Möbis', 'Christian Jakob', 'Traute Crueger', 'Karsten Peters']",10.1002/2016ms000809,http://dx.doi.org/10.1002/2016ms000809,1,2017,Improved MJO-simulation in ECHAM6.3 by coupling a Stochastic Multicloud Model to the convection scheme: COUPLING THE SMCM TO ECHAM6.3,Journal of Advances in Modeling Earth Systems,"(['General Earth and Planetary Sciences', 'Environmental Chemistry', 'Global and Planetary Change'],)",,Atmospheric Sciences
". Climate sensitivity to CO2 remains the key uncertainty in projections of future climate change. Transient climate response (TCR) is the metric of temperature sensitivity that is most relevant to warming in the next few decades and contributes the biggest uncertainty to estimates of the carbon budgets consistent with the Paris targets. Equilibrium climate sensitivity (ECS) is vital for understanding longer-term climate change and stabilisation targets. In the IPCC 5th Assessment Report (AR5), the stated “likely” ranges (16 %–84 % confidence) of TCR (1.0–2.5 K) and ECS (1.5–4.5 K) were broadly consistent with the ensemble of CMIP5 Earth system models (ESMs) available at the time. However, many of the latest CMIP6 ESMs have larger climate sensitivities, with 5 of 34 models having TCR values above 2.5 K and an ensemble mean TCR of 2.0±0.4 K. Even starker, 12 of 34 models have an ECS value above 4.5 K. On the face of it, these latest ESM results suggest that the IPCC likely ranges may need revising upwards, which would cast further doubt on the feasibility of the Paris targets. Here we show that rather than increasing the uncertainty in climate sensitivity, the CMIP6 models help to constrain the likely range of TCR to 1.3–2.1 K, with a central estimate of 1.68 K. We reach this conclusion through an emergent constraint approach which relates the value of TCR linearly to the global warming from 1975 onwards. This is a period when the signal-to-noise ratio of the net radiative forcing increases strongly, so that uncertainties in aerosol forcing become progressively less problematic. We find a consistent emergent constraint on TCR when we apply the same method to CMIP5 models. Our constraints on TCR are in good agreement with other recent studies which analysed CMIP ensembles. The relationship between ECS and the post-1975 warming trend is less direct and also non-linear. However, we are able to derive a likely range of ECS of 1.9–3.4 K from the CMIP6 models by assuming an underlying emergent relationship based on a two-box energy balance model. Despite some methodological differences; this is consistent with a previously published ECS constraint derived from warming trends in CMIP5 models to 2005. Our results seem to be part of a growing consensus amongst studies that have applied the emergent constraint approach to different model ensembles and to different aspects of the record of global warming.","['Mark S. Williamson', 'Peter M. Cox', 'Femke J. M. M. Nijsse']",10.5194/esd-11-737-2020,http://dx.doi.org/10.5194/esd-11-737-2020,8,2020,Emergent constraints on transient climate response  (TCR) and equilibrium climate sensitivity (ECS) from historical warming in CMIP5 and CMIP6 models,Earth System Dynamics,"(['General Earth and Planetary Sciences'],)",,Climate
"Future global warming estimates have been similar across past assessments, but several climate models of the latest Sixth Coupled Model Intercomparison Project (CMIP6) simulate much stronger warming, apparently inconsistent with past assessments. Here, we show that projected future warming is correlated with the simulated warming trend during recent decades across CMIP5 and CMIP6 models, enabling us to constrain future warming based on consistency with the observed warming. These findings carry important policy-relevant implications: The observationally constrained CMIP6 median warming in high emissions and ambitious mitigation scenarios is over 16 and 14% lower by 2050 compared to the raw CMIP6 median, respectively, and over 14 and 8% lower by 2090, relative to 1995–2014. Observationally constrained CMIP6 warming is consistent with previous assessments based on CMIP5 models, and in an ambitious mitigation scenario, the likely range is consistent with reaching the Paris Agreement target.","['Reto Knutti', 'Flavio Lehner', 'Christopher J. Smith', 'Erich M. Fischer', 'Sebastian Sippel', 'Martin B. Stolpe', 'Katarzyna B. Tokarska']",10.1126/sciadv.aaz9549,http://dx.doi.org/10.1126/sciadv.aaz9549,3,2020,Past warming trend constrains future warming in CMIP6 models,Science Advances,"(['Multidisciplinary'],)",,Climate
,"['Juerg M. Matter', 'Robert J. Nicholls', 'Ivan D. Haigh', 'Sally Brown', 'Philip Goodwin']",10.1002/2017ef000732,http://dx.doi.org/10.1002/2017ef000732,3,2018,Adjusting Mitigation Pathways to Stabilize Climate at 1.5°C and 2.0°C Rise in Global Temperatures to Year 2300,Earth's Future,"(['Earth and Planetary Sciences (miscellaneous)', 'General Environmental Science'],)",,Climate
,"['Michael Oppenheimer', 'Robert E. Kopp', 'Benjamin H. Strauss', 'Scott Kulp', 'Maya K Buchanan', 'Klaus Bittermann', 'D J Rasmussen']",10.1088/1748-9326/aaac87,http://dx.doi.org/10.1088/1748-9326/aaac87,3,2018,"Extreme sea level implications of 1.5 °C, 2.0 °C, and 2.5 °C temperature stabilization targets in the 21st and 22nd centuries",Environmental Research Letters,"(['Public Health, Environmental and Occupational Health', 'General Environmental Science', 'Renewable Energy, Sustainability and the Environment'],)",,Climate
"The effectiveness of stringent climate stabilization scenarios for coastal areas in terms of reduction of impacts/adaptation needs and wider policy implications has received little attention. Here we use the Warming Acidification and Sea Level Projector Earth systems model to calculate large ensembles of global sea-level rise (SLR) and ocean pH projections to 2300 for 1.5°C and 2.0°C stabilization scenarios, and a reference unmitigated RCP8.5 scenario. The potential consequences of these projections are then considered for global coastal flooding, small islands, deltas, coastal cities and coastal ecology. Under both stabilization scenarios, global mean ocean pH (and temperature) stabilize within a century. This implies significant ecosystem impacts are avoided, but detailed quantification is lacking, reflecting scientific uncertainty. By contrast, SLR is only slowed and continues to 2300 (and beyond). Hence, while coastal impacts due to SLR are reduced significantly by climate stabilization, especially after 2100, potential impacts continue to grow for centuries. SLR in 2300 under both stabilization scenarios exceeds unmitigated SLR in 2100. Therefore, adaptation remains essential in densely populated and economically important coastal areas under climate stabilization. Given the multiple adaptation steps that this will require, an adaptation pathways approach has merits for coastal areas.          This article is part of the theme issue ‘The Paris Agreement: understanding the physical and social challenges for a warming world of 1.5°C above pre-industrial levels’.","['Jan-Ludolf Merkens', 'Claudia Wolff', 'Jochen Hinkel', 'Daniel Lincke', 'Ivan D. Haigh', 'Jasmin A. Godbold', 'Martin Solan', 'Jason Lowe', 'Thomas Wahl', 'Philip Goodwin', 'Sally Brown', 'Robert J. Nicholls']",10.1098/rsta.2016.0448,http://dx.doi.org/10.1098/rsta.2016.0448,4,2018,Stabilization of global temperature at 1.5°C and 2.0°C: implications for coastal areas,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences","(['General Physics and Astronomy', 'General Engineering', 'General Mathematics'],)",,Climate
